Matricula,Razon_Soc,Direccion,Localidad,Partido_Depto,PROVINCIA,CodPost,EMail,Telefono,CUIT,FechaInsc,Actividad
24386,"COOP DE TRABAJO DE SERVICIOS GENERALES ""CRUZ DEL SUR"" LTDA",MISIONERO BOWARD N° 1256,CALETA OLIVIA,DESEADO,SANTA CRUZ,Z0,,,,20/03/2003,TRABAJO
24387,COOP DE TRABAJO AGROPECUARIO PRODUCIR LTDA,MZA. A   CASA 2 B° 50 VIVIENDAS,SOLDADO MALDONADO,MONTEROS,TUCUMAN,T0,,,,20/03/2003,TRABAJO - AGRICOLA
24388,COOP DE TRABAJO VEINTE DE DICIEMBRE LTDA,LACARRA N° 728,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1407,asambleaparqueavellaneda@hormail.com,1556354903/1553767237,,20/03/2003,TRABAJO
24389,"COOP DE VIVIENDA, CREDITO Y CONSUMO DEBICELL LTDA",RECONQUISTA N° 336 piso 10°,C. Autonoma de Bs As,,CAPITAL FEDERAL,C0,debicell@debicell.com.ar,4328-1718,,20/03/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24390,"COOP DE PEQUEÑOS PRODUCTORES AGROPECUARIOS (COOPPAGRO) DE HIERBAS AROMATICAS, FRUTIHORTICOLAS, APICOLA E ICTICOLA DE VILLA DE LAS ROSAS LTDA",SARMIENTO N° 502,VILLA DE LAS ROSAS,SAN JAVIER (CBA),CORDOBA,X5885,,,,20/03/2003,AGROPECUARIA
24391,COOP DE VIVIENDA VECINAL CO.VI.VE LTDA,BALCARCE N° 693,SUIPACHA,SUIPACHA,BUENOS AIRES,B0,,1550255087,,20/03/2003,VIVIENDA Y CONSTRUCCION
24392,"COOP DE TRABAJO ""MARIANO MORENO"" LTDA",DARDO ROCHA N° 1759,MORENO,MORENO (BA),BUENOS AIRES,B0,,,,20/03/2003,TRABAJO
24393,"COOP DE TRABAJO ""PUNTA MOGOTES"" LTDA",SANTA FE N° 4224,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B0,,,,20/03/2003,TRABAJO
24394,"COOP DE TRABAJO ""EVAQUIL"" LTDA",LISANDRO DE LA TORRE N° 2020,QUILMES OESTE,QUILMES,BUENOS AIRES,B1879,evaquil@msn.com,4200-2576,,20/03/2003,TRABAJO
24395,COOP DE TRABAJO ATLANTICA TEXTIL LTDA,AV. INDEPENDENCIA N° 930,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B0,,,,20/03/2003,TRABAJO
24396,"COOP INTEGRAL DE OBRAS Y SERVICIOS PUBLICOS Y PRIVADOS, SERVICIOS ASISTENCIALES, CREDITO, CONSUMO, VIVIENDA Y AGROPECUARIA DE GENERAL BELGRANO LTDA",JUAN E. DE LA FUENTE N° 688,GENERAL BELGRANO,GENERAL BELGRANO (BA),BUENOS AIRES,B7223,coopbelgrano@s16.coopenet.com.ar,02243-453148,,20/03/2003,DE PROVISION - CONSUMO
24397,"COOP DE VIVIENDA, CREDITO Y CONSUMO CUMELEN LTDA",CALLE 771 Y CNO. GRAL. BELGRAN B° GUTIERREZ,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES,B0,,,,20/03/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24398,COOP DE TRABAJO ELIMAR LTDA,CERRITO N° 3074,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B0,,,,20/03/2003,TRABAJO
24399,COOP DE TRABAJO NUEVA ERA LTDA,EL INDIO N° 1702,VILLA ADELINA,SAN ISIDRO,BUENOS AIRES,B0,,,,20/03/2003,TRABAJO
24400,"COOP APICOLA, AGROPECUARIA, GRANJERA, AVICOLA Y FORESTAL CARTAVIO LTDA",CARTAVIO,CARTAVIO,FIGUEROA,SANTIAGO DEL ESTERO,G4353XAE,,,,20/03/2003,AGROPECUARIA
24401,"COOP DE PROVISION DE SERVICIOS PARA JUBILADOS, PENSIONADOS Y TERCERA EDAD ""EL JUBILADO"" LTDA",MITRE N° 3761,ROSARIO,ROSARIO,SANTA FE,S0,,,,21/03/2003,DE PROVISION
24402,"COOP APICOLA, AGROPECUARIA, GRANJERA, AVICOLA Y FORESTAL ""EL SHADAI"" LTDA",ANTARTIDA ARGENTINA N° 157,LA BANDA,BANDA,SANTIAGO DEL ESTERO,G0,,,,21/03/2003,AGROPECUARIA
24403,"COOP DE CREDITO, CONSUMO, VIVIENDA Y OTROS SERVICIOS ""EL JUNCO"" LTDA",JUJUY N° 369 B° CENTRO,SANTIAGO DEL ESTERO,CAPITAL (SG),SANTIAGO DEL ESTERO,G0,,,,21/03/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24404,COOP DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE PARAJE LA VIRGEN LTDA,LOC: PARAJE LA VIRGEN B° Loc PARAJE LA VIRGEN (NO CPA),ALDEA BRASILERA,DIAMANTE,ENTRE RIOS,E0,,,,21/03/2003,SERVICIOS PUBLICOS
24405,"""VIENTOS PATAGONICOS"" COOP INTEGRAL DE PROVISION DE SERVICIOS PUBLICOS, OBRAS, TELEFONICOS, VIVIENDA Y CONSUMO DE FACUNDO LTDA",COMUNA RURAL DE FACUNDO,ALDEA BELEIRO,RIO SENGUER,CHUBUT,U0,,,,21/03/2003,DE PROVISION - CONSUMO
24406,"COOP DE TRABAJO ""SANTO TOME CRECE"" LTDA",JOSE PEDRONI N° 3518,SANTO TOME (SF),LA CAPITAL (SF),SANTA FE,S0,,,,21/03/2003,TRABAJO
24407,"REGION COOP DE VIVIENDA, CREDITO Y CONSUMO LTDA",CORDOBA N° 523,CORRIENTES,CAPITAL (CTE),CORRIENTES,W0,,,,21/03/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24408,"COOP DE TRABAJO DE LA INDUSTRIA TEXTIL ""EL MILAGRO"" LTDA",B° FERROVIARIO LOC: SALVADOR B° FERROVIARIO,AGUARAY,GENERAL JOSE DE SAN MARTIN,SALTA,A0,,,,21/03/2003,TRABAJO
24409,COOP DE TRABAJO PARAISO VERDE LTDA,DIAGONAL 73 N° 3167,LA PLATA,LA PLATA,BUENOS AIRES,B0,,,,21/03/2003,TRABAJO
24410,COOP DE PROVISION DE SERVICIOS PARA TRANSPORTISTAS LOS UNIDOS DE JUAREZ LTDA,RIVADAVIA N° 166,BENITO JUAREZ,BENITO JUAREZ,BUENOS AIRES,B0,,,,21/03/2003,DE PROVISION
24411,"COOP APICOLA, AGROPECUARIA, GRANJERA Y AVICOLA ""EL SANTIAGUEÑO"" LTDA",SAGRADO CORAZON N° 285,SANTIAGO DEL ESTERO,CAPITAL (SG),SANTIAGO DEL ESTERO,G0,,,,21/03/2003,AGROPECUARIA
24412,COOP DE TRABAJO WILSON DEL PLATA LTDA,PUEYRREDON N° 443 piso 12 Of/Dto/Loc:F,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1032,wilson@wilson.com.ar,4861-4647,30-70821472-4,21/03/2003,TRABAJO
24413,COOP DE TRABAJO ALA LTDA,APARICIO GRONDONA N° 412,SAN PEDRO (MI),SAN PEDRO (MI),MISIONES,N0,,,,21/03/2003,TRABAJO
24414,"COOP DE TRABAJO Y CONSUMO ""MADERERA SANTIAGO"" LTDA",ALFONSO FISICO (O) (SIN LOC.) N° 37 B° HUALILAN,BARRIO RAWSON,RAWSON (SJ),SAN JUAN,J0,,,,21/03/2003,TRABAJO - CONSUMO
24415,"COOP DE TRABAJO ""15 DE SETIEMBRE"" LTDA",HIPOLITO YRIGOYEN N° 2183,SALTA,CAPITAL (STA),SALTA,A0,,,,21/03/2003,TRABAJO
24416,"COOP AGRICOLA ""CAMPO VIERA LTDA""","LOTE 50, SOLAR 3",CAMPO VIERA,OBERA,MISIONES,N0,,,,21/03/2003,AGROPECUARIA
24417,COOP DE VIVIENDA LUJAN LTDA,RUTA  PROV. N°15  KM 19,PERDRIEL,LUJAN DE CUYO,MENDOZA,M0,,,,21/03/2003,VIVIENDA Y CONSTRUCCION
24418,"COOP MINERA, DE CONSTRUCCION Y AGROPECUARIA ""RANCHILLOS"" LTDA",PALO BLANCO,PALO BLANCO,TINOGASTA,CATAMARCA,K5340XAA,,,,21/03/2003,DE PROVISION
24419,"COOP DE TRABAJO DEL TRANSPORTE DE PASAJEROS ""10 DE ENERO"" LTDA",MONOBLOCK 18 piso 2° Of/Dto/Loc:2 B° 1000 VIVIENDAS,CORRIENTES,CAPITAL (CTE),CORRIENTES,W0,,,,21/03/2003,TRABAJO
24420,"COOP DE TRABAJO ""EL FLORECER"" LTDA",KABUL Y RECONQUISTA,CATRIEL,GENERAL ROCA (RN),RIO NEGRO,R0,,,,02/04/2003,TRABAJO
24421,"COOP DE PROVISION DE SERVICIOS PARA INDUSTRIALES MADEREROS ""DELTA SUR"" LTDA",AV. ROQUE SAENZ PEÑA N° 1160 piso 9° Of/Dto/Loc:B,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1035AAT,,,,04/04/2003,DE PROVISION
24422,"COOP DE VIVIENDA, CREDITO Y CONSUMO CAMBIO LTDA",AV. CORRIENTES N° 3165,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1193,,,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24423,"COOP DE TRABAJO ""COVECOOP"" LTDA",LASCANO N° 4283 Of/Dto/Loc:A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1417,,,,04/04/2003,TRABAJO
24424,"COOP DE VIVIENDA, CREDITO Y CONSUMO MADERCOOP LTDA",RECONQUISTA N° 672 piso 2° Of/Dto/Loc:B,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1003ABN,,,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24425,"COOP DE PROVISION DE SERVICIOS PARA ODONTOLOGOS, VIVIENDA, CREDITO Y CONSUMO ""ODONTOLOGICA ARGENTINA"" LTDA",25 DE MAYO N° 293 piso 7 Of/Dto/Loc:A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1034,,,,04/04/2003,DE PROVISION - CONSUMO
24426,AGRICULTORES UNIDOS DE COLAZO COOP LTDA,RUTA PROV. Nº10,COLAZO,RIO SEGUNDO,CORDOBA,X5965,,,,04/04/2003,AGROPECUARIA
24427,"COOP DE TRABAJO Y CONSUMO ""VIDA NATURAL"" LTDA",MENDOZA N° 191,PLOTTIER,CONFLUENCIA,NEUQUEN,Q0,,,,04/04/2003,TRABAJO - CONSUMO
24428,COOP DE TRABAJO TOAEN LTDA,BELGRANO Y CENTRANGOLA,SANTA MARIA DE PUNILLA,PUNILLA,CORDOBA,X0,,,,04/04/2003,TRABAJO
24429,"COOP DE TRABAJO ""PROGRESO"" LTDA",CABO 1° RODRIGUEZ  S/N,LA RIOJA,CAPITAL (LR),LA RIOJA,F0,,,,04/04/2003,TRABAJO
24430,COOP DE TRABAJO LOMBRICULTORES PERGAMINENSES LTDA,GARAY N° 615,PERGAMINO,PERGAMINO,BUENOS AIRES,B0,,,,04/04/2003,TRABAJO
24431,"SUMACREDIT COOP DE CREDITO, CONSUMO Y VIVIENDA LTDA",AV. CORRIENTES N° 456 piso 5 Of/Dto/Loc:56,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1043AAR,info@sumacredit.com.ar,4326-4630,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24432,ASOCIACION DE HELICICULTURA DE RIO TERCERO COOP LTDA,ACUÑA N° 225,RIO TERCERO,TERCERO ARRIBA,CORDOBA,X0,,03571-427726,,04/04/2003,DE PROVISION
24433,"COOP DE VIVIENDA, CREDITO Y CONSUMO NUESTRA VICTORIA LTDA",SARMIENTO N° 833 piso 3°,C. Autonoma de Bs As,,CAPITAL FEDERAL,C0,,,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24434,"COOP DE VIVIENDA, CREDITO Y CONSUMO ALMIRANTE BROWN LTDA",SAN MARTIN N° 201 piso 3º Of/Dto/Loc:19 B° GALERIA JARDÍN,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1005AAK,,,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24435,FAISANES DEL SUDESTE COOP AVICOLA LTDA,52 N° 128,MIRAMAR (BA),GENERAL ALVARADO,BUENOS AIRES,B7607,,,,04/04/2003,AGROPECUARIA
24436,COOP DE TRABAJO DE SERVICIOS AGRARIOS LTDA,FEDERICO COSTAGUTA N° 1040,LUIS BELTRAN,AVELLANEDA (RN),RIO NEGRO,R0,,,,04/04/2003,TRABAJO
24437,COOP DE TRABAJO PARA SERVICIOS ECOLOGICOS NUESTRA SEÑORA DE LAS MERCEDES LTDA,FRENCH N° 645 B° CENTRO,LA BANDA,BANDA,SANTIAGO DEL ESTERO,G0,,,,04/04/2003,TRABAJO
24438,"COOP APICOLA, AGROPECUARIA ""EL CARDO"" LTDA",P.P.GOROSTIAGA N° 933,SANTIAGO DEL ESTERO,CAPITAL (SG),SANTIAGO DEL ESTERO,G0,,,,04/04/2003,AGROPECUARIA
24439,COOP DE PROVISION Y COMERCIALIZACION APICOLA PATAGONIA ANDINA LTDA,LIBANO N° 3445,EL BOLSON,BARILOCHE,RIO NEGRO,R0,,,,04/04/2003,DE PROVISION
24440,"COOP DE TRABAJO ""GOLFO AZUL"" LTDA",TOMAS GUIDO N° 876,SAN ANTONIO OESTE,SAN ANTONIO (RN),RIO NEGRO,R0,,,,04/04/2003,TRABAJO
24441,COOP DE VIVIENDA DE PUEBLOS ORIGINARIOS TUPAC AMARU LTDA,CULPINA N° 1430 B° flores sur,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1406,coopviviendatupac@yahoo.com.ar,4633-6511,,04/04/2003,VIVIENDA Y CONSTRUCCION
24442,"COOP DE VIVIENDA, CREDITO Y CONSUMO ENSUEÑO LTDA",FRAY CAYETANO RODRIGUEZ N° 345,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1406,,,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24443,"""TALCAHUANO"" COOP DE CREDITO, VIVIENDA Y CONSUMO LTDA",ECUADOR N° 1416 piso 17º Of/Dto/Loc:C,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1425,coopt@coopt.com.ar,04515-0200/0330,30-70834238-2,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24444,"CREDIMET COOP DE CREDITO, CONSUMO Y VIVIENDA LTDA",MAIPU N° 42 piso 6° Of/Dto/Loc:166,C. Autonoma de Bs As,,CAPITAL FEDERAL,C0,,4343-5089,,04/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24445,COOP DE TRABAJO HOTEL NOGARO SAN JUAN LTDA,GENERAL ACHA (NORTE) N° 230 piso 2° Of/Dto/Loc:A,SAN JUAN,CAPITAL (SJ),SAN JUAN,J0,,,,07/04/2003,TRABAJO
24446,"COOP DE CREDITO, CONSUMO Y VIVIENDA ""MAGARMA"" LTDA",AV. CORRIENTES N° 447 piso 3° Of/Dto/Loc:B,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1043,,4322-7763/1450/1609/0198,30-70830732-3,07/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24447,COOP DE PROVISION DE SERVICIOS PARA PROFESIONALES COOPROBAN LTDA,CHAVEZ N° 343,LA BANDA,BANDA,SANTIAGO DEL ESTERO,G0,,,,07/04/2003,DE PROVISION
24448,COOP DE PROVISION DE SERVICIOS DE TRANSPORTE Y TURISMO LOS CORAZONES LTDA,VIAMONTE N° 2982,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1213,,,,07/04/2003,DE PROVISION
24449,"COOP DE CONSUMO, VIVIENDA Y SERVICIOS SOCIALES TODOS LTDA",MIGUELETES N° 1170 piso 5°,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1426,,,,07/04/2003,CONSUMO - VIVIENDA
24450,"COOP DE TRABAJO ""BUENAS ONDAS"" LTDA",CHACABUCO N° 651 piso 1° Of/Dto/Loc:19,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1069,,,,07/04/2003,TRABAJO
24451,COOP DE TRABAJO ARCANGEL LTDA,AGUILAR N° 2493 piso 7 Of/Dto/Loc:A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1426DSI,arcangelcoop@arnet.com.ar,4723-2780,,07/04/2003,TRABAJO
24452,COOP DE CREDITO CUENCA DEL SALADO LTDA,PERU N° 84 piso 3° Of/Dto/Loc:41,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1067,,,,07/04/2003,CREDITO
24453,COOP AGROPECUARIA DE CERRITO LTDA,25 DE MAYO N° 190,CERRITO,PARANA,ENTRE RIOS,E0,,,,07/04/2003,AGROPECUARIA
24454,"COOP DE CONSUMO Y VIVIENDA ""TAXISTAS UNIDOS USHUAIA"" LTDA",SOLEDAD N° 1788,USHUAIA,USHUAIA,TIERRA DEL FUEGO,V0,,,,08/04/2003,CONSUMO - VIVIENDA
24455,COOP DE TRABAJO NORPATAGONICA LTDA,LIBERTAD N° 956,ALLEN,GENERAL ROCA (RN),RIO NEGRO,R0,,,,08/04/2003,TRABAJO
24456,COOP DE TRABAJO PROYECTO ESCUELA 2000 LTDA,MARCELO T. DE ALVEAR N° 145 piso 7°,RESISTENCIA,SAN FERNANDO (CHA),CHACO,H0,,,,08/04/2003,TRABAJO
24457,COOP DE TRABAJO UNIVERSAL LTDA,WARNES N° 485,TARTAGAL,GENERAL JOSE DE SAN MARTIN,SALTA,A0,,,,08/04/2003,TRABAJO
24458,"COOP DE PROVISION DE SERVICIOS PARA TRANSPORTISTAS DE PASAJEROS - CARGAS Y TURISMO ""KAMBA"" LTDA",LAVAISSE N° 1878,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T0,,,,08/04/2003,DE PROVISION
24459,"COOP DE PROVISION DE SERVICIOS Y CONSUMO ""SER-DIS-COB"" LTDA",BV. SARMIENTO N° 474,BARRIO RAWSON,RAWSON (SJ),SAN JUAN,J0,,,,08/04/2003,DE PROVISION - CONSUMO
24460,"COOP DE TRABAJO DE SERVICIOS GENERALES ""UNION AUSTRAL"" LTDA",ONELLI N° 52,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z0,,,,08/04/2003,TRABAJO
24461,"COOP AGROPECUARIA Y FORESTAL ""LOS BUENOS VECINOS"" LTDA",AV. RIVADAVIA N° 535,JOAQUIN V. GONZALEZ,ANTA,SALTA,A0,,,,08/04/2003,AGROPECUARIA
24462,"COOP DE VIVIENDA, CREDITO Y CONSUMO 20 DE DICIEMBRE LTDA",ITUZAINGO N° 747,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1272,,,,08/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24463,COOP DE TRABAJO COO.A.DE.BA. LTDA,NECOCHEA N° 280 piso 2° Of/Dto/Loc:1,C. Autonoma de Bs As,,CAPITAL FEDERAL,C0,,,,08/04/2003,TRABAJO
24464,"COOP DE VIVIENDA, CREDITO Y CONSUMO AMANECER LTDA",ALFREDO BUFANO N° 2734,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1417,,,,08/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24465,"COOP DE HELICICULTURA ""CARACOLES SAN LUIS"" LTDA",9 DE JULIO N° 1079,SAN LUIS,LA CAPITAL (SL),SAN LUIS,D0,,,,09/04/2003,DE PROVISION
24466,"COOP DE FLORICULTORES, PRODUCTORES Y COMERCIANTES DE FLORES, PLANTAS E INSUMOS AFINES LTDA",AV. CORRIENTES N° 6287,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1427,,,,09/04/2003,DE PROVISION
24467,"COOP AGROPECUARIA ""LA HERENCIA"" LTDA",BELISARIO LOPEZ N° 1151,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T0,,,,09/04/2003,AGROPECUARIA
24468,"COOP DE PROVISION DE SERVICIOS DE COMERCIALIZACION ""CADENA DE VALORES"" LTDA",GARIBALDI N° 1664,JOSE INGENIEROS,TRES DE FEBRERO,BUENOS AIRES,B0,,,,09/04/2003,DE PROVISION
24469,"COOP AGROPECUARIA Y TABACALERA ""TALAMUYO"" LTDA",TALAMUYO,TALAMUYO,JUAN B ALBERDI,TUCUMAN,T4158XAV,,,,09/04/2003,AGROPECUARIA
24471,COOP AVICOLA Y FRUTIHORTICOLA COEYCO LTDA,LOS CIPRESES N° 481,CUTRAL CO,CONFLUENCIA,NEUQUEN,Q0,,0299-4964915,,09/04/2003,AGROPECUARIA
24472,COOP DE TRABAJO LA PICACITA LTDA,AV. 9 DE JULIO  S/N,PICUN LEUFU,PICUN LEUFU,NEUQUEN,Q0,,,,09/04/2003,TRABAJO
24473,COOP AGROPECUARIA SCHOENSTATT LTDA,DELFIN GALLO N° 632,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T0,,,,09/04/2003,AGROPECUARIA
24474,COOP DE TRABAJO DE PROFESIONALES DE LA SALUD LTDA,ALVEAR N° 712 piso 1º Of/Dto/Loc:1 B° ALTO PADILLA,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y0,,,,09/04/2003,TRABAJO
24475,COOP DE TRABAJO ALFIL LTDA,RIO GUAYQUIRARO N° 2740,PARANA,PARANA,ENTRE RIOS,E0,,,,09/04/2003,TRABAJO
24476,"COOP AGROPECUARIA, ORGANICA Y DE CONSUMO ""CERRO BLANCO"" LTDA",EL LLANO  S/N,LAS FLORES (9669),IGLESIA,SAN JUAN,J0,,,,09/04/2003,AGROPECUARIA
24479,"COOP APICOLA, AGROPECUARIA, GRANJERA, AVICOLA Y FORESTAL ""EL MELERO"" LTDA",PARAJE CANAL DE MELERO,AÑATUYA,GENERAL TABOADA,SANTIAGO DEL ESTERO,G0,,,,10/04/2003,AGROPECUARIA
24480,"COOP APICOLA, AGROPECUARIA, GRANJERA Y AVICOLA ALAMO PLATEADO LTDA",JOSE D. HERRERA Y TOMAS GUIDO B° ALTE. BROWN,CLODOMIRA,BANDA,SANTIAGO DEL ESTERO,G0,,,,10/04/2003,AGROPECUARIA
24481,"COOP AGROPECUARIA, GRANJERA Y AVICOLA ""EL QUEBRACHAL"" LTDA",COLONIA SIEGEL,GARZA,SARMIENTO (SG),SANTIAGO DEL ESTERO,G0,,,,10/04/2003,AGROPECUARIA
24482,COOP DE CREDITO MERCAPITAL LTDA,PUNTA PIEDRAS  (TORRE 8) N° 30 piso 3° Of/Dto/Loc:B,COMODORO RIVADAVIA,ESCALANTE,CHUBUT,U0,,,,10/04/2003,CREDITO
24483,"COOP DE VIVIENDA, CREDITO Y CONSUMO SANTA MARIA LTDA",VIAMONTE N° 675 piso 8° Of/Dto/Loc:E,C. Autonoma de Bs As,,CAPITAL FEDERAL,C0,,4393-3503,,21/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24484,COOP APICOLA SIGLO XXI LTDA,RUTA 36 KM 600,LAS HIGUERAS,RIO CUARTO,CORDOBA,X5805,,0358-4680614,,22/04/2003,AGROPECUARIA
24485,COOP DE PRODUCTORES DE CHINCHILLAS LTDA DE RAFAELA,ITUZAINGO N° 256,RAFAELA,CASTELLANOS,SANTA FE,S0,,,,28/04/2003,TRABAJO
24486,COOP DE PROVISION DE SERVICIOS PARA MEDICOS SALUD PARA TODOS LTDA,CALLE 69 N° 707,LA PLATA,LA PLATA,BUENOS AIRES,B0,,,,28/04/2003,DE PROVISION
24487,COOP DE TRABAJO DE GENERAL VIAMONTE LTDA,AVELLANEDA N° 1080,LOS TOLDOS,GENERAL VIAMONTE,BUENOS AIRES,B0,,,,28/04/2003,TRABAJO
24488,COOP DE PRODUCTORES APICOLAS DE JUJUY LTDA,SAN MARTIN N° 157,PERICO,EL CARMEN,JUJUY,Y0,,,,28/04/2003,TRABAJO
24489,"COOP DE VIVIENDA, CREDITO Y CONSUMO AGUIRRE LTDA",JOSE PILLADO N° 1347 B° PARQUE TABLADA,CORDOBA,CAPITAL (CBA),CORDOBA,X0,,,,28/04/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24490,"COOP AGROPECUARIA, DE PRODUCTORES DE ARANDANOS CENTRO ""C.A.P.A.C."" DE COMERCIALIZACION E INDUSTRIALIZACION LTDA",COMUNA DE CHABAS,CHABAS,CASEROS,SANTA FE,S0,,,,08/05/2003,AGROPECUARIA - AGROINDUSTRIAL
24491,"COOP DE TRABAJO ""CONSTRUIR"" LTDA",PJE. CAÑADON SECO N° 1636 B° 3 DE FEBRERO,CALETA OLIVIA,DESEADO,SANTA CRUZ,Z0,,,,08/05/2003,TRABAJO
24492,"COOP DE CONSUMO ""LAGO ARGENTINO"" LTDA",NAPOLEON IRUSTA N° 133,EL CALAFATE,LAGO ARGENTINO,SANTA CRUZ,Z9405CPE,,,,09/05/2003,CONSUMO
24493,"COOP DE TRABAJO ""ORCAS DEL SUR"" LTDA",AV. GUEMES N° 34 B° CENTRO,CALETA OLIVIA,DESEADO,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24494,"COOP DE TRABAJO DE SERVICIOS GENERALES ""USHUA - NASH"" LTDA",DEAN FUNES N° 782,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z9400,seba13678@hotmail.com,(02966) 15645388,,09/05/2003,TRABAJO
24495,"COOP DE TRABAJO DE SERVICIOS GENERALES ""ILUSIONES"" LTDA",PJE. SAN EVARISTO N° 316 B° 499,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24496,"COOP DE TRABAJO DE SERVICIOS GENERALES ""ALUEN"" LTDA",B° 120 VIVIENDAS - CASA N° 57,LAS HERAS (SC),DESEADO,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24497,"COOP DE TRABAJO DE SERVICIOS GENERALES ""S.U.M.A"" LTDA",ESTRADA N° 1134,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z9400,,431137,,09/05/2003,TRABAJO
24498,"COOP DE TRABAJO DE SERVICIOS GENERALES ""PROYECSUR"" LTDA",MARIANO MORENO N° 355,PICO TRUNCADO,DESEADO,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24499,"COOP DE TRABAJO ""EL MARLIN"" LTDA",JOSE FUSCH N° 1456 B° 26 DE JUNIO,CALETA OLIVIA,DESEADO,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24500,"COOP DE TRABAJO DE SERVICIOS GENERALES ""COELCO"" LTDA",ALMAFUERTE N° 125 B° SAN MARTIN,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z0,,,,09/05/2003,TRABAJO
24501,"COOP BUENOS AYRES DE VIVIENDA, CREDITO Y CONSUMO LTDA",URUGUAY N° 196 piso 10º,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1015ABD,,,,14/05/2003,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
24502,COOP DE TRABAJO PE.TRA.RIN. LTDA,MITRE Y MENDOZA,RINCON DE LOS SAUCES,PEHUENCHES,NEUQUEN,Q0,,,,14/05/2003,TRABAJO
24503,COOP DE PROVISION DE SERVICIOS DE REMISEROS RURALES EL SOL LTDA,RUTA 9  KM 1275,EL CEVILAR,CRUZ ALTA,TUCUMAN,T0,,,,14/05/2003,DE PROVISION
